decision_date,dt,horizon,pred_mw,load_plan_mw,actual_mw,mape
2026-08-14,2026-08-16 19:00:00,2,45354.8646614601,43896.0,44763.58,1.3209056591543846
2026-08-14,2026-08-16 20:00:00,2,46695.342244481595,45276.0,46248.84,0.9654344724788744
2026-08-14,2026-08-16 21:00:00,2,46044.30737402619,44753.0,45225.07,1.811467343281481
2026-08-14,2026-08-16 22:00:00,2,43947.82733094671,43444.0,43804.15,0.3279993583866137
2026-08-14,2026-08-16 23:00:00,2,42651.42101595166,41946.0,42381.52,0.6368365645018442
2026-08-15,2026-08-16 00:00:00,1,42971.80257582381,42002.0,42779.41,0.4497317186557827
2026-08-15,2026-08-16 01:00:00,1,40516.486965363765,39915.0,40920.26,0.9867313517466331
2026-08-15,2026-08-16 02:00:00,1,39122.147159871056,38442.0,39183.33,0.15614507528825605
2026-08-15,2026-08-16 03:00:00,1,38016.839206096396,37174.0,37929.12,0.23127139806141944
2026-08-15,2026-08-16 04:00:00,1,36895.873164496435,36132.0,36873.61,0.06037695928452601
2026-08-15,2026-08-16 05:00:00,1,36722.21624934274,35609.0,36516.25,0.5640399803997908
2026-08-15,2026-08-16 06:00:00,1,36203.99834144477,34897.0,36042.65,0.4476594852064684
2026-08-15,2026-08-16 07:00:00,1,36818.53967846385,35201.0,36871.14,0.1426598731044086
2026-08-15,2026-08-16 08:00:00,1,38318.41470238012,36726.0,38619.77,0.7803135482678356
2026-08-15,2026-08-16 09:00:00,1,40062.05284918738,38372.0,39948.76,0.2835954086869665
2026-08-15,2026-08-16 10:00:00,1,41372.896738857715,39926.0,41615.93,0.5839909408303154
2026-08-15,2026-08-16 11:00:00,1,41877.484006244114,41338.0,42647.57,1.8056972384496592
2026-08-15,2026-08-16 12:00:00,1,42138.12549870383,41788.0,43198.21,2.454000990541443
2026-08-15,2026-08-16 13:00:00,1,43015.11918552746,42521.0,43248.51,0.5396505324057241
2026-08-15,2026-08-16 14:00:00,1,43204.469089718514,42485.0,42456.55,1.761610610656096
2026-08-15,2026-08-16 15:00:00,1,42775.457677471364,42185.0,41985.4,1.8817438382660705
2026-08-15,2026-08-16 16:00:00,1,42452.016382621034,41947.0,41442.07,2.4370075689294333
2026-08-15,2026-08-16 17:00:00,1,42355.00754899576,41964.0,41881.2,1.1313132121232505
2026-08-15,2026-08-16 18:00:00,1,43923.56371331806,42868.0,43126.94,1.8471602977583264
2026-08-15,2026-08-16 19:00:00,1,44690.88171218896,43896.0,44763.58,0.16240499042088002
2026-08-15,2026-08-16 20:00:00,1,46429.481668744855,45276.0,46248.84,0.3905863773985644
2026-08-15,2026-08-16 21:00:00,1,45529.67422040277,44753.0,45225.07,0.6735295719890958
2026-08-15,2026-08-16 22:00:00,1,43296.65405904685,43444.0,43804.15,1.1585567599260598
2026-08-15,2026-08-16 23:00:00,1,42651.3340491623,41946.0,42381.52,0.6366313647134537
2026-08-15,2026-08-17 00:00:00,2,41408.94724104504,40306.0,40654.38,1.8560539874056436
2026-08-15,2026-08-17 01:00:00,2,39580.967809440204,38262.0,38675.51,2.3411657905485983
2026-08-15,2026-08-17 02:00:00,2,37908.21384189522,36877.0,37095.1,2.1919710201488205
2026-08-15,2026-08-17 03:00:00,2,36868.83444063749,35817.0,36119.51,2.0745697841346322
2026-08-15,2026-08-17 04:00:00,2,36436.64126324535,35109.0,35333.5,3.1220831880378404
2026-08-15,2026-08-17 05:00:00,2,36428.76853622667,35165.0,35714.51,1.9999113419914456
2026-08-15,2026-08-17 06:00:00,2,37182.997320785355,35727.0,36301.32,2.428774823574886
2026-08-15,2026-08-17 07:00:00,2,40283.07485150328,38842.0,40104.88,0.4443221161696169
2026-08-15,2026-08-17 08:00:00,2,47612.62458780842,45328.0,47679.79,0.14086767620322588
2026-08-15,2026-08-17 09:00:00,2,50211.022600228105,48703.0,50710.84,0.9856224029653057
2026-08-15,2026-08-17 10:00:00,2,51098.43794007329,50701.0,51965.0,1.6675879148017185
2026-08-15,2026-08-17 11:00:00,2,52008.5224498855,51693.0,52835.18,1.5645968275578848
2026-08-15,2026-08-17 12:00:00,2,50934.42899618034,50865.0,51904.89,1.8696908977548405
2026-08-15,2026-08-17 13:00:00,2,52239.28826599441,51866.0,52543.22,0.5784413935910154
2026-08-15,2026-08-17 14:00:00,2,53283.8865607673,52491.0,53553.54,0.5035212223742841
2026-08-15,2026-08-17 15:00:00,2,53240.59391605496,51943.0,52768.75,0.8941730021176559
2026-08-15,2026-08-17 16:00:00,2,52994.82081996192,51096.0,52289.93,1.3480431508742088
2026-08-15,2026-08-17 17:00:00,2,52066.03645922725,50400.0,51080.97,1.9284411772667032
2026-08-15,2026-08-17 18:00:00,2,50628.46770091291,49417.0,49882.92,1.4945951458192703
2026-08-15,2026-08-17 19:00:00,2,51134.90752006747,49549.0,50349.15,1.560617249879033
2026-08-15,2026-08-17 20:00:00,2,52002.059994273375,50229.0,51319.55,1.3299220166064827
2026-08-15,2026-08-17 21:00:00,2,51099.569618519905,48650.0,49851.04,2.504520705124515
2026-08-15,2026-08-17 22:00:00,2,48981.40161197166,46960.0,48050.88,1.9365339656040936
2026-08-15,2026-08-17 23:00:00,2,46928.92164625012,45067.0,45613.23,2.884451827353857
2026-08-16,2026-08-17 00:00:00,1,41318.07947614545,40306.0,40654.38,1.6325411336870845
2026-08-16,2026-08-17 01:00:00,1,39332.43167273009,38262.0,38675.51,1.6985468911207329
2026-08-16,2026-08-17 02:00:00,1,37998.58098777443,36877.0,37095.1,2.4355804075859986
2026-08-16,2026-08-17 03:00:00,1,36894.85684965951,35817.0,36119.51,2.1466150832597357
2026-08-16,2026-08-17 04:00:00,1,35718.265450306135,35109.0,35333.5,1.0889536850471504
2026-08-16,2026-08-17 05:00:00,1,35906.477204283336,35165.0,35714.51,0.5375047964632121
2026-08-16,2026-08-17 06:00:00,1,36763.527216357565,35727.0,36301.32,1.2732518166214477
2026-08-16,2026-08-17 07:00:00,1,40125.89736220291,38842.0,40104.88,0.05240599698318656
2026-08-16,2026-08-17 08:00:00,1,47217.93002225611,45328.0,47679.79,0.9686703270796577
2026-08-16,2026-08-17 09:00:00,1,49918.409951976224,48703.0,50710.84,1.562644294639514
2026-08-16,2026-08-17 10:00:00,1,51382.91832293109,50701.0,51965.0,1.120141782101246
2026-08-16,2026-08-17 11:00:00,1,52127.43298084239,51693.0,52835.18,1.3395374429643405
2026-08-16,2026-08-17 12:00:00,1,51454.56851162312,50865.0,51904.89,0.8675897172248731
2026-08-16,2026-08-17 13:00:00,1,52878.0383278791,51866.0,52543.22,0.6372246083873364
2026-08-16,2026-08-17 14:00:00,1,53369.10875637497,52491.0,53553.54,0.34438665235768345
2026-08-16,2026-08-17 15:00:00,1,53144.46373705119,51943.0,52768.75,0.7120004492264681
2026-08-16,2026-08-17 16:00:00,1,52540.12927281006,51096.0,52289.93,0.478484619906853
2026-08-16,2026-08-17 17:00:00,1,51600.148399296646,50400.0,51080.97,1.016383203562197
2026-08-16,2026-08-17 18:00:00,1,50791.49564443187,49417.0,49882.92,1.8214163173123559
2026-08-16,2026-08-17 19:00:00,1,51104.893278103336,49549.0,50349.15,1.501005038026133
2026-08-16,2026-08-17 20:00:00,1,51826.363285625666,50229.0,51319.55,0.9875637756481953
2026-08-16,2026-08-17 21:00:00,1,50770.814592937895,48650.0,49851.04,1.845045946760377
2026-08-16,2026-08-17 22:00:00,1,48697.33148918594,46960.0,48050.88,1.3453478670649601
2026-08-16,2026-08-17 23:00:00,1,46800.01970238513,45067.0,45613.23,2.6018541164156224
2026-08-16,2026-08-18 00:00:00,2,44635.458400899304,42685.0,42851.24,4.163749755898094
2026-08-16,2026-08-18 01:00:00,2,42400.29830656886,40756.0,41367.02,2.497831138353364
2026-08-16,2026-08-18 02:00:00,2,40959.28059529124,39041.0,39731.54,3.090090631501416
2026-08-16,2026-08-18 03:00:00,2,39408.514178500016,37732.0,38669.28,1.9116833271786215
2026-08-16,2026-08-18 04:00:00,2,38414.009740427624,36903.0,37813.54,1.58797547235097
2026-08-16,2026-08-18 05:00:00,2,38456.536709137275,36997.0,37834.87,1.6431051808484416
2026-08-16,2026-08-18 06:00:00,2,38560.79009798237,37324.0,38336.88,0.5840592609058709
2026-08-16,2026-08-18 07:00:00,2,41829.06388649522,40026.0,41510.9,0.7664586566304713
2026-08-16,2026-08-18 08:00:00,2,48402.18744842454,45835.0,48278.27,0.25667334066557274
2026-08-16,2026-08-18 09:00:00,2,51575.47898269624,49230.0,51109.37,0.9119834243627621
2026-08-16,2026-08-18 10:00:00,2,52125.841816957676,50957.0,51974.89,0.2904322009294811
2026-08-16,2026-08-18 11:00:00,2,53183.464146884806,52157.0,52944.64,0.4510827666120808
2026-08-16,2026-08-18 12:00:00,2,52061.94506917687,51672.0,51995.22,0.12832923714308994
2026-08-16,2026-08-18 13:00:00,2,52619.70638818823,52576.0,53384.91,1.4333706131784725
2026-08-16,2026-08-18 14:00:00,2,53994.93860001225,53409.0,54057.91,0.11648878025021081
2026-08-16,2026-08-18 15:00:00,2,53561.72863994203,52738.0,53121.28,0.8291378519908308
2026-08-16,2026-08-18 16:00:00,2,53214.342946479665,51962.0,52528.78,1.3051187301126463
2026-08-16,2026-08-18 17:00:00,2,52385.0837797963,51232.0,51607.17,1.5073753894978252
2026-08-16,2026-08-18 18:00:00,2,51211.57962968436,50560.0,50726.13,0.9570011149763731
2026-08-16,2026-08-18 19:00:00,2,52366.450611712884,50749.0,51485.5,1.7110654683607693
2026-08-16,2026-08-18 20:00:00,2,53368.661059053535,51134.0,51962.75,2.7056132692236936
2026-08-16,2026-08-18 21:00:00,2,51849.808921522024,49796.0,50252.61,3.178340232521303
2026-08-16,2026-08-18 22:00:00,2,50051.50590340744,47679.0,48468.8,3.265411777076044
2026-08-16,2026-08-18 23:00:00,2,47074.09561407292,45237.0,46444.96,1.3545831755973492
